,ID,Name,City,Neighborhood,Address,Stars,Price_Per_Night,Amenities,Rating,all_hotel_details
10,11,Luxury Ahmedabad Palace,Ahmedabad,Satellite,"50, Boulevard, Satellite, Ahmedabad",4.8,11028.44,"Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service",5,"11, Luxury Ahmedabad Palace, Ahmedabad, Satellite, 50, Boulevard, Satellite, Ahmedabad, 4.8, 11028.44, Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service, 5.0, Luxury Ahmedabad Palace is a 4.8-star hotel located in Satellite, Ahmedabad. The hotel offers Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service. It's priced at ₹11028.44 per night and has a guest rating of 5.0/5., 11, Luxury Ahmedabad Palace, Ahmedabad, Satellite, 50, Boulevard, Satellite, Ahmedabad, 4.8, 11028.44, Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service, 5.0, Luxury Ahmedabad Palace is a 4.8-star hotel located in Satellite, Ahmedabad. The hotel offers Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service. It's priced at ₹11028.44 per night and has a guest rating of 5.0/5., 11, Luxury Ahmedabad Palace, Ahmedabad, Satellite, 50, Boulevard, Satellite, Ahmedabad, 4.8, 11028.44, Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service, 5.0, Luxury Ahmedabad Palace is a 4.8-star hotel located in Satellite, Ahmedabad. The hotel offers Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service. It's priced at ₹11028.44 per night and has a guest rating of 5.0/5., 11, Luxury Ahmedabad Palace, Ahmedabad, Satellite, 50, Boulevard, Satellite, Ahmedabad, 4.8, 11028.44, Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service, 5.0, Luxury Ahmedabad Palace is a 4.8-star hotel located in Satellite, Ahmedabad. The hotel offers Airport Shuttle, Room Service, Business Center, Breakfast Included, Swimming Pool, Conference Room, Laundry Service. It's priced at ₹11028.44 per night and has a guest rating of 5.0/5."
11,12,Royal Kolkata Plaza,Kolkata,Ballygunge,"54, Boulevard, Ballygunge, Kolkata",3.9,19494.27,"Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi",3.5,"12, Royal Kolkata Plaza, Kolkata, Ballygunge, 54, Boulevard, Ballygunge, Kolkata, 3.9, 19494.27, Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi, 3.5, Royal Kolkata Plaza is a 3.9-star hotel located in Ballygunge, Kolkata. The hotel offers Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi. It's priced at ₹19494.27 per night and has a guest rating of 3.5/5., 12, Royal Kolkata Plaza, Kolkata, Ballygunge, 54, Boulevard, Ballygunge, Kolkata, 3.9, 19494.27, Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi, 3.5, Royal Kolkata Plaza is a 3.9-star hotel located in Ballygunge, Kolkata. The hotel offers Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi. It's priced at ₹19494.27 per night and has a guest rating of 3.5/5., 12, Royal Kolkata Plaza, Kolkata, Ballygunge, 54, Boulevard, Ballygunge, Kolkata, 3.9, 19494.27, Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi, 3.5, Royal Kolkata Plaza is a 3.9-star hotel located in Ballygunge, Kolkata. The hotel offers Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi. It's priced at ₹19494.27 per night and has a guest rating of 3.5/5., 12, Royal Kolkata Plaza, Kolkata, Ballygunge, 54, Boulevard, Ballygunge, Kolkata, 3.9, 19494.27, Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi, 3.5, Royal Kolkata Plaza is a 3.9-star hotel located in Ballygunge, Kolkata. The hotel offers Swimming Pool, Parking, Business Center, Fitness Center, Airport Shuttle, Free Wi-Fi. It's priced at ₹19494.27 per night and has a guest rating of 3.5/5."
12,13,Royal Kolkata Retreat,Kolkata,Howrah,"78, Avenue, Howrah, Kolkata",4.7,5825.34,"Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool",3,"13, Royal Kolkata Retreat, Kolkata, Howrah, 78, Avenue, Howrah, Kolkata, 4.7, 5825.34, Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool, 3.0, Royal Kolkata Retreat is a 4.7-star hotel located in Howrah, Kolkata. The hotel offers Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool. It's priced at ₹5825.34 per night and has a guest rating of 3.0/5., 13, Royal Kolkata Retreat, Kolkata, Howrah, 78, Avenue, Howrah, Kolkata, 4.7, 5825.34, Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool, 3.0, Royal Kolkata Retreat is a 4.7-star hotel located in Howrah, Kolkata. The hotel offers Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool. It's priced at ₹5825.34 per night and has a guest rating of 3.0/5., 13, Royal Kolkata Retreat, Kolkata, Howrah, 78, Avenue, Howrah, Kolkata, 4.7, 5825.34, Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool, 3.0, Royal Kolkata Retreat is a 4.7-star hotel located in Howrah, Kolkata. The hotel offers Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool. It's priced at ₹5825.34 per night and has a guest rating of 3.0/5., 13, Royal Kolkata Retreat, Kolkata, Howrah, 78, Avenue, Howrah, Kolkata, 4.7, 5825.34, Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool, 3.0, Royal Kolkata Retreat is a 4.7-star hotel located in Howrah, Kolkata. The hotel offers Restaurant, Spa, Free Wi-Fi, Parking, Breakfast Included, Swimming Pool. It's priced at ₹5825.34 per night and has a guest rating of 3.0/5."
13,14,Hotel Pune Resort,Pune,Baner,"18, Main Road, Baner, Pune",3,10486.14,"Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center",3.9,"14, Hotel Pune Resort, Pune, Baner, 18, Main Road, Baner, Pune, 3.0, 10486.14, Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center, 3.9, Hotel Pune Resort is a 3.0-star hotel located in Baner, Pune. The hotel offers Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center. It's priced at ₹10486.14 per night and has a guest rating of 3.9/5., 14, Hotel Pune Resort, Pune, Baner, 18, Main Road, Baner, Pune, 3.0, 10486.14, Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center, 3.9, Hotel Pune Resort is a 3.0-star hotel located in Baner, Pune. The hotel offers Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center. It's priced at ₹10486.14 per night and has a guest rating of 3.9/5., 14, Hotel Pune Resort, Pune, Baner, 18, Main Road, Baner, Pune, 3.0, 10486.14, Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center, 3.9, Hotel Pune Resort is a 3.0-star hotel located in Baner, Pune. The hotel offers Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center. It's priced at ₹10486.14 per night and has a guest rating of 3.9/5., 14, Hotel Pune Resort, Pune, Baner, 18, Main Road, Baner, Pune, 3.0, 10486.14, Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center, 3.9, Hotel Pune Resort is a 3.0-star hotel located in Baner, Pune. The hotel offers Restaurant, Conference Room, Laundry Service, Swimming Pool, Bar, Parking, Business Center. It's priced at ₹10486.14 per night and has a guest rating of 3.9/5."
14,15,Comfort Pune Resort,Pune,Hinjewadi,"30, Boulevard, Hinjewadi, Pune",4.7,13378.31,"Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center",3.4,"15, Comfort Pune Resort, Pune, Hinjewadi, 30, Boulevard, Hinjewadi, Pune, 4.7, 13378.31, Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center, 3.4, Comfort Pune Resort is a 4.7-star hotel located in Hinjewadi, Pune. The hotel offers Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center. It's priced at ₹13378.31 per night and has a guest rating of 3.4/5., 15, Comfort Pune Resort, Pune, Hinjewadi, 30, Boulevard, Hinjewadi, Pune, 4.7, 13378.31, Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center, 3.4, Comfort Pune Resort is a 4.7-star hotel located in Hinjewadi, Pune. The hotel offers Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center. It's priced at ₹13378.31 per night and has a guest rating of 3.4/5., 15, Comfort Pune Resort, Pune, Hinjewadi, 30, Boulevard, Hinjewadi, Pune, 4.7, 13378.31, Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center, 3.4, Comfort Pune Resort is a 4.7-star hotel located in Hinjewadi, Pune. The hotel offers Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center. It's priced at ₹13378.31 per night and has a guest rating of 3.4/5., 15, Comfort Pune Resort, Pune, Hinjewadi, 30, Boulevard, Hinjewadi, Pune, 4.7, 13378.31, Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center, 3.4, Comfort Pune Resort is a 4.7-star hotel located in Hinjewadi, Pune. The hotel offers Breakfast Included, Swimming Pool, Business Center, Conference Room, Bar, Fitness Center. It's priced at ₹13378.31 per night and has a guest rating of 3.4/5."
15,16,Luxury Ahmedabad Inn,Ahmedabad,CG Road,"1, Main Road, CG Road, Ahmedabad",4.2,2450.96,"Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service",4.5,"16, Luxury Ahmedabad Inn, Ahmedabad, CG Road, 1, Main Road, CG Road, Ahmedabad, 4.2, 2450.96, Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service, 4.5, Luxury Ahmedabad Inn is a 4.2-star hotel located in CG Road, Ahmedabad. The hotel offers Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service. It's priced at ₹2450.96 per night and has a guest rating of 4.5/5., 16, Luxury Ahmedabad Inn, Ahmedabad, CG Road, 1, Main Road, CG Road, Ahmedabad, 4.2, 2450.96, Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service, 4.5, Luxury Ahmedabad Inn is a 4.2-star hotel located in CG Road, Ahmedabad. The hotel offers Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service. It's priced at ₹2450.96 per night and has a guest rating of 4.5/5., 16, Luxury Ahmedabad Inn, Ahmedabad, CG Road, 1, Main Road, CG Road, Ahmedabad, 4.2, 2450.96, Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service, 4.5, Luxury Ahmedabad Inn is a 4.2-star hotel located in CG Road, Ahmedabad. The hotel offers Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service. It's priced at ₹2450.96 per night and has a guest rating of 4.5/5., 16, Luxury Ahmedabad Inn, Ahmedabad, CG Road, 1, Main Road, CG Road, Ahmedabad, 4.2, 2450.96, Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service, 4.5, Luxury Ahmedabad Inn is a 4.2-star hotel located in CG Road, Ahmedabad. The hotel offers Free Wi-Fi, Restaurant, Spa, Parking, Swimming Pool, Laundry Service. It's priced at ₹2450.96 per night and has a guest rating of 4.5/5."
16,17,Grand Pune Resort,Pune,Baner,"2, Street, Baner, Pune",3.7,11043.21,"Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool",3.7,"17, Grand Pune Resort, Pune, Baner, 2, Street, Baner, Pune, 3.7, 11043.21, Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool, 3.7, Grand Pune Resort is a 3.7-star hotel located in Baner, Pune. The hotel offers Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool. It's priced at ₹11043.21 per night and has a guest rating of 3.7/5., 17, Grand Pune Resort, Pune, Baner, 2, Street, Baner, Pune, 3.7, 11043.21, Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool, 3.7, Grand Pune Resort is a 3.7-star hotel located in Baner, Pune. The hotel offers Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool. It's priced at ₹11043.21 per night and has a guest rating of 3.7/5., 17, Grand Pune Resort, Pune, Baner, 2, Street, Baner, Pune, 3.7, 11043.21, Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool, 3.7, Grand Pune Resort is a 3.7-star hotel located in Baner, Pune. The hotel offers Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool. It's priced at ₹11043.21 per night and has a guest rating of 3.7/5., 17, Grand Pune Resort, Pune, Baner, 2, Street, Baner, Pune, 3.7, 11043.21, Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool, 3.7, Grand Pune Resort is a 3.7-star hotel located in Baner, Pune. The hotel offers Free Wi-Fi, Conference Room, Breakfast Included, Swimming Pool. It's priced at ₹11043.21 per night and has a guest rating of 3.7/5."
17,18,Royal Bangalore Suites,Bangalore,Jayanagar,"12, Avenue, Jayanagar, Bangalore",4.2,6448.98,"Laundry Service, Parking, Concierge, Breakfast Included",3.2,"18, Royal Bangalore Suites, Bangalore, Jayanagar, 12, Avenue, Jayanagar, Bangalore, 4.2, 6448.98, Laundry Service, Parking, Concierge, Breakfast Included, 3.2, Royal Bangalore Suites is a 4.2-star hotel located in Jayanagar, Bangalore. The hotel offers Laundry Service, Parking, Concierge, Breakfast Included. It's priced at ₹6448.98 per night and has a guest rating of 3.2/5., 18, Royal Bangalore Suites, Bangalore, Jayanagar, 12, Avenue, Jayanagar, Bangalore, 4.2, 6448.98, Laundry Service, Parking, Concierge, Breakfast Included, 3.2, Royal Bangalore Suites is a 4.2-star hotel located in Jayanagar, Bangalore. The hotel offers Laundry Service, Parking, Concierge, Breakfast Included. It's priced at ₹6448.98 per night and has a guest rating of 3.2/5., 18, Royal Bangalore Suites, Bangalore, Jayanagar, 12, Avenue, Jayanagar, Bangalore, 4.2, 6448.98, Laundry Service, Parking, Concierge, Breakfast Included, 3.2, Royal Bangalore Suites is a 4.2-star hotel located in Jayanagar, Bangalore. The hotel offers Laundry Service, Parking, Concierge, Breakfast Included. It's priced at ₹6448.98 per night and has a guest rating of 3.2/5., 18, Royal Bangalore Suites, Bangalore, Jayanagar, 12, Avenue, Jayanagar, Bangalore, 4.2, 6448.98, Laundry Service, Parking, Concierge, Breakfast Included, 3.2, Royal Bangalore Suites is a 4.2-star hotel located in Jayanagar, Bangalore. The hotel offers Laundry Service, Parking, Concierge, Breakfast Included. It's priced at ₹6448.98 per night and has a guest rating of 3.2/5."
18,19,Royal Hyderabad Residency,Hyderabad,Secunderabad,"68, Main Road, Secunderabad, Hyderabad",3.5,4970.87,"Restaurant, Bar, Room Service",3.2,"19, Royal Hyderabad Residency, Hyderabad, Secunderabad, 68, Main Road, Secunderabad, Hyderabad, 3.5, 4970.87, Restaurant, Bar, Room Service, 3.2, Royal Hyderabad Residency is a 3.5-star hotel located in Secunderabad, Hyderabad. The hotel offers Restaurant, Bar, Room Service. It's priced at ₹4970.87 per night and has a guest rating of 3.2/5., 19, Royal Hyderabad Residency, Hyderabad, Secunderabad, 68, Main Road, Secunderabad, Hyderabad, 3.5, 4970.87, Restaurant, Bar, Room Service, 3.2, Royal Hyderabad Residency is a 3.5-star hotel located in Secunderabad, Hyderabad. The hotel offers Restaurant, Bar, Room Service. It's priced at ₹4970.87 per night and has a guest rating of 3.2/5., 19, Royal Hyderabad Residency, Hyderabad, Secunderabad, 68, Main Road, Secunderabad, Hyderabad, 3.5, 4970.87, Restaurant, Bar, Room Service, 3.2, Royal Hyderabad Residency is a 3.5-star hotel located in Secunderabad, Hyderabad. The hotel offers Restaurant, Bar, Room Service. It's priced at ₹4970.87 per night and has a guest rating of 3.2/5., 19, Royal Hyderabad Residency, Hyderabad, Secunderabad, 68, Main Road, Secunderabad, Hyderabad, 3.5, 4970.87, Restaurant, Bar, Room Service, 3.2, Royal Hyderabad Residency is a 3.5-star hotel located in Secunderabad, Hyderabad. The hotel offers Restaurant, Bar, Room Service. It's priced at ₹4970.87 per night and has a guest rating of 3.2/5."
19,20,Hotel Chennai Residency,Chennai,Mylapore,"80, Main Road, Mylapore, Chennai",4.2,17382.04,"Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service",3.3,"20, Hotel Chennai Residency, Chennai, Mylapore, 80, Main Road, Mylapore, Chennai, 4.2, 17382.04, Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service, 3.3, Hotel Chennai Residency is a 4.2-star hotel located in Mylapore, Chennai. The hotel offers Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service. It's priced at ₹17382.04 per night and has a guest rating of 3.3/5., 20, Hotel Chennai Residency, Chennai, Mylapore, 80, Main Road, Mylapore, Chennai, 4.2, 17382.04, Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service, 3.3, Hotel Chennai Residency is a 4.2-star hotel located in Mylapore, Chennai. The hotel offers Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service. It's priced at ₹17382.04 per night and has a guest rating of 3.3/5., 20, Hotel Chennai Residency, Chennai, Mylapore, 80, Main Road, Mylapore, Chennai, 4.2, 17382.04, Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service, 3.3, Hotel Chennai Residency is a 4.2-star hotel located in Mylapore, Chennai. The hotel offers Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service. It's priced at ₹17382.04 per night and has a guest rating of 3.3/5., 20, Hotel Chennai Residency, Chennai, Mylapore, 80, Main Road, Mylapore, Chennai, 4.2, 17382.04, Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service, 3.3, Hotel Chennai Residency is a 4.2-star hotel located in Mylapore, Chennai. The hotel offers Airport Shuttle, Free Wi-Fi, Conference Room, Breakfast Included, Business Center, Room Service. It's priced at ₹17382.04 per night and has a guest rating of 3.3/5."
20,21,Luxury Kolkata Inn,Kolkata,Park Street,"66, Avenue, Park Street, Kolkata",3.8,10604.44,"Breakfast Included, Room Service, Swimming Pool, Business Center, Spa",3.6,"21, Luxury Kolkata Inn, Kolkata, Park Street, 66, Avenue, Park Street, Kolkata, 3.8, 10604.44, Breakfast Included, Room Service, Swimming Pool, Business Center, Spa, 3.6, Luxury Kolkata Inn is a 3.8-star hotel located in Park Street, Kolkata. The hotel offers Breakfast Included, Room Service, Swimming Pool, Business Center, Spa. It's priced at ₹10604.44 per night and has a guest rating of 3.6/5., 21, Luxury Kolkata Inn, Kolkata, Park Street, 66, Avenue, Park Street, Kolkata, 3.8, 10604.44, Breakfast Included, Room Service, Swimming Pool, Business Center, Spa, 3.6, Luxury Kolkata Inn is a 3.8-star hotel located in Park Street, Kolkata. The hotel offers Breakfast Included, Room Service, Swimming Pool, Business Center, Spa. It's priced at ₹10604.44 per night and has a guest rating of 3.6/5., 21, Luxury Kolkata Inn, Kolkata, Park Street, 66, Avenue, Park Street, Kolkata, 3.8, 10604.44, Breakfast Included, Room Service, Swimming Pool, Business Center, Spa, 3.6, Luxury Kolkata Inn is a 3.8-star hotel located in Park Street, Kolkata. The hotel offers Breakfast Included, Room Service, Swimming Pool, Business Center, Spa. It's priced at ₹10604.44 per night and has a guest rating of 3.6/5., 21, Luxury Kolkata Inn, Kolkata, Park Street, 66, Avenue, Park Street, Kolkata, 3.8, 10604.44, Breakfast Included, Room Service, Swimming Pool, Business Center, Spa, 3.6, Luxury Kolkata Inn is a 3.8-star hotel located in Park Street, Kolkata. The hotel offers Breakfast Included, Room Service, Swimming Pool, Business Center, Spa. It's priced at ₹10604.44 per night and has a guest rating of 3.6/5."
21,22,Elite Jaipur Resort,Jaipur,Raja Park,"59, Boulevard, Raja Park, Jaipur",4,8911.8,"Parking, Restaurant, Conference Room, Swimming Pool, Concierge",3.8,"22, Elite Jaipur Resort, Jaipur, Raja Park, 59, Boulevard, Raja Park, Jaipur, 4.0, 8911.8, Parking, Restaurant, Conference Room, Swimming Pool, Concierge, 3.8, Elite Jaipur Resort is a 4.0-star hotel located in Raja Park, Jaipur. The hotel offers Parking, Restaurant, Conference Room, Swimming Pool, Concierge. It's priced at ₹8911.8 per night and has a guest rating of 3.8/5., 22, Elite Jaipur Resort, Jaipur, Raja Park, 59, Boulevard, Raja Park, Jaipur, 4.0, 8911.8, Parking, Restaurant, Conference Room, Swimming Pool, Concierge, 3.8, Elite Jaipur Resort is a 4.0-star hotel located in Raja Park, Jaipur. The hotel offers Parking, Restaurant, Conference Room, Swimming Pool, Concierge. It's priced at ₹8911.8 per night and has a guest rating of 3.8/5., 22, Elite Jaipur Resort, Jaipur, Raja Park, 59, Boulevard, Raja Park, Jaipur, 4.0, 8911.8, Parking, Restaurant, Conference Room, Swimming Pool, Concierge, 3.8, Elite Jaipur Resort is a 4.0-star hotel located in Raja Park, Jaipur. The hotel offers Parking, Restaurant, Conference Room, Swimming Pool, Concierge. It's priced at ₹8911.8 per night and has a guest rating of 3.8/5., 22, Elite Jaipur Resort, Jaipur, Raja Park, 59, Boulevard, Raja Park, Jaipur, 4.0, 8911.8, Parking, Restaurant, Conference Room, Swimming Pool, Concierge, 3.8, Elite Jaipur Resort is a 4.0-star hotel located in Raja Park, Jaipur. The hotel offers Parking, Restaurant, Conference Room, Swimming Pool, Concierge. It's priced at ₹8911.8 per night and has a guest rating of 3.8/5."
22,23,The Pune Hotel,Pune,Hinjewadi,"93, Boulevard, Hinjewadi, Pune",4.1,11987.88,"Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room",4.8,"23, The Pune Hotel, Pune, Hinjewadi, 93, Boulevard, Hinjewadi, Pune, 4.1, 11987.88, Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room, 4.8, The Pune Hotel is a 4.1-star hotel located in Hinjewadi, Pune. The hotel offers Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room. It's priced at ₹11987.88 per night and has a guest rating of 4.8/5., 23, The Pune Hotel, Pune, Hinjewadi, 93, Boulevard, Hinjewadi, Pune, 4.1, 11987.88, Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room, 4.8, The Pune Hotel is a 4.1-star hotel located in Hinjewadi, Pune. The hotel offers Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room. It's priced at ₹11987.88 per night and has a guest rating of 4.8/5., 23, The Pune Hotel, Pune, Hinjewadi, 93, Boulevard, Hinjewadi, Pune, 4.1, 11987.88, Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room, 4.8, The Pune Hotel is a 4.1-star hotel located in Hinjewadi, Pune. The hotel offers Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room. It's priced at ₹11987.88 per night and has a guest rating of 4.8/5., 23, The Pune Hotel, Pune, Hinjewadi, 93, Boulevard, Hinjewadi, Pune, 4.1, 11987.88, Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room, 4.8, The Pune Hotel is a 4.1-star hotel located in Hinjewadi, Pune. The hotel offers Concierge, Fitness Center, Parking, Bar, Business Center, Conference Room. It's priced at ₹11987.88 per night and has a guest rating of 4.8/5."
23,24,Premium Kolkata Hotel,Kolkata,Salt Lake,"69, Boulevard, Salt Lake, Kolkata",3.8,12365.32,"Room Service, Restaurant, Parking, Business Center",4.7,"24, Premium Kolkata Hotel, Kolkata, Salt Lake, 69, Boulevard, Salt Lake, Kolkata, 3.8, 12365.32, Room Service, Restaurant, Parking, Business Center, 4.7, Premium Kolkata Hotel is a 3.8-star hotel located in Salt Lake, Kolkata. The hotel offers Room Service, Restaurant, Parking, Business Center. It's priced at ₹12365.32 per night and has a guest rating of 4.7/5., 24, Premium Kolkata Hotel, Kolkata, Salt Lake, 69, Boulevard, Salt Lake, Kolkata, 3.8, 12365.32, Room Service, Restaurant, Parking, Business Center, 4.7, Premium Kolkata Hotel is a 3.8-star hotel located in Salt Lake, Kolkata. The hotel offers Room Service, Restaurant, Parking, Business Center. It's priced at ₹12365.32 per night and has a guest rating of 4.7/5., 24, Premium Kolkata Hotel, Kolkata, Salt Lake, 69, Boulevard, Salt Lake, Kolkata, 3.8, 12365.32, Room Service, Restaurant, Parking, Business Center, 4.7, Premium Kolkata Hotel is a 3.8-star hotel located in Salt Lake, Kolkata. The hotel offers Room Service, Restaurant, Parking, Business Center. It's priced at ₹12365.32 per night and has a guest rating of 4.7/5., 24, Premium Kolkata Hotel, Kolkata, Salt Lake, 69, Boulevard, Salt Lake, Kolkata, 3.8, 12365.32, Room Service, Restaurant, Parking, Business Center, 4.7, Premium Kolkata Hotel is a 3.8-star hotel located in Salt Lake, Kolkata. The hotel offers Room Service, Restaurant, Parking, Business Center. It's priced at ₹12365.32 per night and has a guest rating of 4.7/5."
24,25,Premium Bangalore Suites,Bangalore,Jayanagar,"1, Main Road, Jayanagar, Bangalore",4,15092.28,"Concierge, Parking, Business Center, Airport Shuttle, Conference Room",4.2,"25, Premium Bangalore Suites, Bangalore, Jayanagar, 1, Main Road, Jayanagar, Bangalore, 4.0, 15092.28, Concierge, Parking, Business Center, Airport Shuttle, Conference Room, 4.2, Premium Bangalore Suites is a 4.0-star hotel located in Jayanagar, Bangalore. The hotel offers Concierge, Parking, Business Center, Airport Shuttle, Conference Room. It's priced at ₹15092.28 per night and has a guest rating of 4.2/5., 25, Premium Bangalore Suites, Bangalore, Jayanagar, 1, Main Road, Jayanagar, Bangalore, 4.0, 15092.28, Concierge, Parking, Business Center, Airport Shuttle, Conference Room, 4.2, Premium Bangalore Suites is a 4.0-star hotel located in Jayanagar, Bangalore. The hotel offers Concierge, Parking, Business Center, Airport Shuttle, Conference Room. It's priced at ₹15092.28 per night and has a guest rating of 4.2/5., 25, Premium Bangalore Suites, Bangalore, Jayanagar, 1, Main Road, Jayanagar, Bangalore, 4.0, 15092.28, Concierge, Parking, Business Center, Airport Shuttle, Conference Room, 4.2, Premium Bangalore Suites is a 4.0-star hotel located in Jayanagar, Bangalore. The hotel offers Concierge, Parking, Business Center, Airport Shuttle, Conference Room. It's priced at ₹15092.28 per night and has a guest rating of 4.2/5., 25, Premium Bangalore Suites, Bangalore, Jayanagar, 1, Main Road, Jayanagar, Bangalore, 4.0, 15092.28, Concierge, Parking, Business Center, Airport Shuttle, Conference Room, 4.2, Premium Bangalore Suites is a 4.0-star hotel located in Jayanagar, Bangalore. The hotel offers Concierge, Parking, Business Center, Airport Shuttle, Conference Room. It's priced at ₹15092.28 per night and has a guest rating of 4.2/5."
